"Present_Tmax"	"Present_Tmin"	"LDAPS_RHmin"	"LDAPS_RHmax"	"LDAPS_Tmax_lapse"	"LDAPS_Tmin_lapse"	"LDAPS_WS"	"LDAPS_LH"	"LDAPS_CC1"	"LDAPS_CC2"	"LDAPS_CC3"	"LDAPS_CC4"	"LDAPS_PPT1"	"LDAPS_PPT2"	"LDAPS_PPT3"	"LDAPS_PPT4"	"lat"	"lon"	"DEM"	"Slope"	"Solar.radiation"	"Next_Tmax"	"Next_Tmin"
34.7	27.2	NA	86.34676361	33.98224439	26.79554762	6.717864156	67.81515082	0.134255868	0.149235643	0.030899815	NA	0	0	0	0	37.5372	127.085	28.7	0.6233	5102.056152	36	25.9
NA	NA	57.4703331	NA	33.38663393	27.70666686	NA	47.2387681	NA	NA	0.112238981	0.016575083	NA	NA	0	NA	37.6046	NA	44.7624	0.5141	5247.996582	NA	NA
29.9	NA	41.31022263	81.38063049	NA	24.41271402	5.979801526	32.4137332	0.089614812	0.074071984	NA	0.329365794	NA	0	0	0	37.5507	126.937	NA	0.8552	NA	NA	NA
29.4	23.9	63.17254257	96.29486847	28.44674383	24.33143711	6.774587661	131.6027659	NA	0.320150974	0.143093995	0.036568547	NA	NA	0	NA	37.5776	126.838	NA	0.0985	5429.651855	NA	24.8
NA	21.4	62.52885437	95.39995575	29.65141407	21.91022944	NA	76.67216432	NA	0.082678705	NA	0.851692584	0	0	0.021408334	NA	37.6181	127.099	NA	NA	5831.25	NA	20.1
32.7	20.5	69.91815186	91.0045166	27.17966807	23.45206014	7.705700219	36.80825106	NA	0.35147614	NA	NA	0	NA	NA	0	NA	127.032	44.7624	0.5141	5778.17627	29.4	22.6
30.5	22.8	71.07991028	90.45560455	26.9870676	NA	NA	22.76598938	0.221232549	NA	0.670835945	0.787734651	0	0	0.00012966	NA	37.5776	126.938	75.0924	1.7678	5659.175293	27.7	23.8
23.6	NA	NA	NA	24.77529672	22.81399482	6.512840241	23.03956077	0.875855024	0.928848363	0.954520692	0.922446979	8.563840548	7.22387443	0.789083079	0.015674799	37.4967	NA	50.9312	NA	NA	25.3	22.4
31.5	NA	46.32874298	73.82985687	NA	23.74620287	6.420508847	NA	NA	NA	0.116146164	NA	0	0	NA	0	37.4967	NA	30.968	0.618	NA	NA	NA
NA	21.8	66.59473419	97.10128021	29.08109662	21.76047346	NA	111.8637325	0.33863808	0.287041572	0.081082367	0.085582894	NA	NA	0	NA	37.5776	126.838	12.37	0.0985	5816.495605	NA	20.6
29.1	23.4	45.81587982	87.5302124	27.42893734	20.49757513	NA	NA	0.154331094	0.155689101	0.111725496	NA	0	0	NA	0	37.6181	NA	NA	NA	NA	28.4	19.1
NA	25.5	48.77472687	NA	31.76008987	NA	NA	47.01757236	0.527512889	NA	0.062837087	0.020042211	13.7490784	0	0	0	37.5507	NA	132.118	0.5931	4951.879883	33.3	24
32.5	22.5	39.47703171	73.76186371	34.40082979	25.36824415	NA	43.61104019	0.132160311	0.321577463	NA	0.19013972	NA	0	NA	NA	37.5776	126.938	75.0924	1.7678	NA	34.1	24.2
29.6	23.9	81.63143921	93.53908539	26.5067312	NA	6.348630995	60.70606709	NA	0.843355123	NA	0.335368657	5.000967444	NA	0.246934403	0.00645466	37.5102	127.086	21.9668	0.1332	5680.842773	31	21.9
31.3	NA	61.64039612	81.69272614	30.6455588	25.82910698	10.41037452	11.42083639	0.211395669	0.399532161	0.184186692	NA	0	0.006179922	0	0	NA	NA	30.968	0.618	NA	31.1	24.8
31.6	19.5	NA	78.78388214	30.73353605	22.37836585	5.967359324	71.02906607	NA	NA	0.065187305	0.014013206	0	0	NA	0	37.4562	126.955	208.507	5.1782	4615.589355	32	19.9
NA	24.4	NA	87.23497009	30.38263517	25.79522714	6.273337722	NA	0.075639599	NA	0.182420423	0.031265653	0	NA	0	0	NA	126.955	208.507	NA	5018.759766	31.9	23.7
30.2	19.6	55.45885849	81.41794586	28.83418828	23.49142077	6.129608661	60.29430763	NA	0.313551165	NA	0.674604095	0	0	0	NA	37.4697	126.995	82.2912	2.2579	5855.75293	29.9	20.4
NA	23.4	51.84954071	88.94984436	34.73594175	25.3590828	6.012420535	79.42996869	0.575488778	NA	0.507458292	0.630483825	0	0	NA	NA	NA	127.04	NA	0.5721	5800.206543	NA	NA
26.8	NA	72.2662735	94.46336365	NA	23.55661205	8.250905454	31.29290309	0.484805766	0.358760568	0.278523165	0.230099201	NA	0	0.048497504	0	37.5776	127.083	NA	NA	5800.494629	27.3	NA
27.4	23.6	61.00059509	97.14906311	27.08953997	22.74428708	NA	82.58286945	0.935246792	NA	0.180928332	NA	7.06249101	NA	0	NA	37.4562	NA	208.507	5.1782	NA	24.7	20.8
NA	NA	55.85261154	87.38674927	33.01292455	27.28703423	10.48370234	22.27822826	NA	0.322335074	NA	0.016081019	0	0	NA	0	NA	126.988	132.118	0.5931	5295.601074	NA	25.5
32.2	NA	42.63265228	81.13465881	NA	22.91850966	5.871677985	31.2649166	0.00065216	0.032615022	NA	0.031084516	NA	0	NA	NA	NA	127.083	59.8324	NA	4591.726563	NA	NA
28.9	22	41.00346375	NA	29.23422173	21.22052528	7.514296015	91.48997962	0.530973161	0.563261658	0.15370512	0.101468849	0	0.236205325	NA	0	37.6181	127.004	146.554	NA	5900.489746	29.3	22
27.2	24.2	51.84231186	89.7844162	31.23055218	24.64511262	NA	62.15376989	0.466882442	NA	0.281990759	0.169024534	NA	0	0	0	NA	127.086	NA	0.1332	NA	NA	23.7
NA	20.8	54.56069565	89.1035614	NA	23.98665577	6.128441572	NA	0.242226282	0.625295518	0.162145598	0.219979341	0	NA	0.156037758	0	NA	NA	33.3068	NA	5813.828125	29.2	22.9
26.8	24.6	55.36931229	93.61244202	NA	NA	12.08052953	46.63970673	0.693438575	NA	0.110206764	0.159903026	2.401563592	0.285709778	0	NA	37.5776	127.083	59.8324	2.6865	5582.858887	28.3	23.8
26.5	NA	55.44075775	96.22673035	NA	21.43129476	9.550168395	NA	0.321916233	0.157692328	2.6e-05	0.0082931	0	0	0	0	37.6046	NA	212.335	2.785	NA	28.3	NA
31.7	21.7	50.79373169	86.52171326	32.42628182	NA	6.561885337	NA	0.144680327	0.298587105	0.092028258	0.116143168	0	0	0	0	NA	NA	NA	0.5055	4822.092285	32.3	23.9
NA	NA	40.58737564	91.55688477	34.3398897	25.62361231	8.611710986	44.63346859	0.642839245	0.293144724	NA	0	10.48204333	0	NA	0	37.5507	127.04	26.298	0.5721	5182.42627	28.9	25.2
33.8	27.1	39.46088028	80.40629578	34.08742448	27.87441109	NA	NA	NA	0.161643114	0.009629554	0.000793942	0	0	0	0	37.5237	126.97	19.5844	0.2713	5088.989746	34	26.3
31	NA	75.45088196	NA	NA	NA	NA	57.08670791	0.209705218	0.52583022	NA	0.75865399	0	0	0	0.049158409	37.5372	126.891	15.5876	NA	5833.513672	NA	23.4
NA	25.2	81.78253174	95.72911072	27.8145213	24.31778993	10.54774328	57.32198358	0.821356508	0.889710652	NA	0.686718185	14.5186296	13.54689815	NA	0.147758212	37.4967	126.826	50.9312	NA	5640.645996	30.1	NA
25	NA	40.05407333	81.54387665	31.24530091	21.35777506	NA	57.55363798	0.345432391	NA	0.156044821	NA	0	0	0.001425692	0.06830889	37.5372	127.085	NA	NA	NA	32.4	22.5
26.3	20	63.47726822	94.35726929	26.33428481	20.797603	NA	NA	0.809454155	NA	0.088192639	0.056461888	0.02658571	0	NA	NA	37.6046	NA	212.335	2.785	5893.265625	27.4	NA
28.2	24.9	54.66473389	NA	28.68050271	NA	9.04308039	63.45721412	0.935832216	NA	0.135095686	0.419560629	NA	NA	0	0	37.5237	NA	17.2956	0.2223	5594.527344	25.3	21.1
25.6	23.5	62.89193344	95.37380219	30.45246381	23.43284176	6.781874637	31.17770443	0.706970894	0.76030155	0.353046762	0.385995645	5.960836472	NA	0	0	37.5776	127.083	NA	2.6865	5729.839844	29.7	24
NA	23.7	27.66658211	96.86383057	34.32471268	24.25398873	7.003201316	NA	0.522376748	NA	0.025853543	0.015696843	0.496929757	NA	0	0	37.6046	127.032	44.7624	0.5141	5800.038574	33	22.8
25.3	21.4	NA	84.57159424	32.23974479	NA	6.426301599	14.9189715	0.378469664	0.223712988	0.205083529	NA	0	0	0	0	37.5776	127.058	33.3068	0.2661	5845.751465	31.9	21.5
NA	22.6	46.78040314	NA	32.74283274	NA	7.147460838	NA	NA	0.267378828	0.098414025	0.001622529	0	0	0	0	37.5776	127.083	59.8324	2.6865	5827.705078	31.6	NA
30	24.4	49.66561127	89.91125488	NA	24.5817602	5.934847852	NA	NA	0.351580877	0.510872944	0.627987092	0	0	NA	0.172344625	NA	126.938	75.0924	1.7678	5501.192383	NA	NA
26.2	23.3	87.81147766	95.51258087	NA	24.95085527	NA	43.53151921	0.772434523	0.901636207	0.578640559	NA	0.067531635	5.846464877	NA	0	37.5507	127.135	NA	0.5055	5603.330078	NA	23.8
31.3	22.1	56.99556732	85.5959549	28.87269572	23.7667622	NA	42.30223978	0.258111902	0.536924837	NA	0.185928855	0	NA	NA	0	37.5776	126.938	75.0924	NA	NA	31.9	22.4
NA	NA	52.84450912	NA	NA	NA	5.815072258	NA	0	NA	NA	0.011182322	0	0	0	0	37.5372	126.891	15.5876	0.1554	4599.294922	30.6	24.2
28.2	23.8	55.13098526	NA	32.11501662	23.49937366	6.554396152	NA	0.84786885	0.419372777	0.176809696	5.3e-05	0.11918667	0.020793876	NA	NA	37.645	127.022	45.716	2.5348	NA	30.6	NA
27	21.2	75.52869415	NA	27.3181784	24.39940852	11.13519543	NA	0.656782774	NA	0.693925769	0.56976672	0.013734388	NA	0.000262377	0.013751167	37.5507	126.988	132.118	0.5931	5873.924316	NA	21.2
NA	23.1	NA	92.33698273	26.90571545	22.55986447	12.79457045	NA	NA	0.754831716	NA	0.572974157	2.244908027	NA	0.173180796	2.262280668	NA	126.91	NA	1.5629	5858.525879	28.2	21.3
NA	23.1	50.21752548	81.09155273	29.36434358	23.0953495	NA	15.14175632	0.790650821	NA	0.072454745	0.048431562	0.012531343	0.001671686	NA	NA	37.5507	127.04	26.298	0.5721	NA	28.7	23.7
29	24	48.9808197	93.91251373	32.17978698	NA	6.099951367	89.74033765	0.770869522	0.457673632	0.095453807	0.017226685	0.158215344	0.007142429	0	0	37.4832	127.024	56.4448	1.2313	5839.429199	32.2	22.2
28.7	24.7	NA	97.85823059	33.86129548	23.51774472	5.774393231	83.49983237	0.390537025	0.391445258	NA	0.660636396	0.005729726	NA	NA	NA	37.645	127.022	45.716	NA	5797.602539	33.8	24.9
NA	NA	54.8522377	NA	29.13158127	NA	9.024605731	144.9819355	NA	0.64767571	NA	0.315027081	NA	NA	NA	0	37.5507	127.135	NA	0.5055	NA	25.6	21.1
30.6	22.2	56.99506378	86.72640228	NA	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	37.4967	126.826	NA	0.4125	4627.060547	29.9	NA
NA	NA	49.72444153	93.78672791	33.06756641	25.74222178	NA	NA	NA	NA	0.061864697	0.00724214	18.81917164	0	0	0	37.5237	NA	19.5844	0.2713	NA	NA	25.8
NA	23.8	50.74573517	74.49880981	29.49852619	24.45942658	6.319477777	16.83561063	0.357665275	NA	NA	0.150746298	0	NA	0	0	NA	126.927	NA	0.618	NA	NA	NA
30.7	24.5	86.15451813	92.18735504	26.70013154	NA	9.282271504	47.72728733	0.66256386	0.85263874	0.495834594	NA	0.020663	3.143648167	0.002390958	0	37.4832	NA	56.4448	NA	5605.04541	27.9	24.8
NA	23	NA	90.84564972	29.92710492	NA	NA	130.9556686	0.673164517	0.663442467	0.198377755	0.084305959	0.05711175	1.019133816	NA	0	37.5776	126.838	NA	0.0985	5816.495605	28.5	22.9
26.2	24.3	64.00774384	NA	28.24826125	23.52686997	11.59277322	115.9901114	0.689039785	NA	0.098629209	NA	1.635288407	0.105181485	0	0	37.6181	127.099	53.4712	NA	5598.242676	29.4	23.3
NA	24	73.44565582	93.61263275	NA	24.87510306	5.304328342	29.94500629	NA	0.678208671	0.602447581	0.323788422	0.119011668	0.565905177	0	NA	37.5372	127.085	28.7	0.6233	5694.289551	27	24
30	NA	58.78826141	84.54238129	29.18673806	NA	6.319138487	36.89949059	0.22832131	0.504357911	NA	0.194263141	0	0.003221499	0	0	37.5237	NA	17.2956	0.2223	5721.03418	31.7	24.2
27.6	24.9	55.02540588	91.58088684	27.0628202	23.19347631	NA	79.96977782	NA	0.135757814	0.021638088	NA	NA	0	0	NA	37.5372	126.891	15.5876	NA	4482.970215	29.6	NA
31.5	24.3	74.43934631	93.67183685	29.06311771	24.56630754	4.323263864	48.25919636	0.803064349	NA	NA	0.147878731	5.484945803	1.699286965	0.390200022	0	37.4697	126.995	82.2912	2.2579	4717.58252	NA	21.4
25.2	NA	89.47174072	96.02622223	NA	22.8320345	NA	43.09910744	0.85922341	0.887667871	NA	0.878691836	NA	NA	3.230903258	0.502909165	NA	127.032	44.7624	0.5141	NA	24.3	NA
29.8	25.6	68.07814789	NA	29.93828334	26.87850962	NA	61.05350502	0.364741441	NA	0.36765145	0.170694661	0	NA	NA	0	37.5102	127.086	NA	NA	NA	NA	NA
NA	28.3	51.05118942	97.84223175	32.54460029	NA	7.215063979	105.816558	0.665961101	0.309052379	0	NA	10.65673088	8.47e-05	NA	NA	37.645	127.022	NA	2.5348	NA	NA	NA
34.2	27.4	NA	NA	28.62178149	24.81543226	NA	49.77035431	0.840432148	0.894581907	0.782492744	0.144965748	6.53191173	1.765528247	0.387231899	0	37.4832	127.024	56.4448	1.2313	4742.969727	29.7	22.6
25.3	22.5	84.6964798	94.39038849	NA	24.44987423	9.246158957	47.69243868	NA	0.788268598	0.89139263	0.709361287	NA	0.815802606	0.91304694	0	37.5776	127.058	NA	0.2661	5748.237793	NA	22.8
25.3	22.8	78.99707031	NA	27.76870265	23.40223937	NA	55.54181314	NA	0.377977047	0.236403573	0.201814613	1.042046429	0	0	0	37.4697	126.995	82.2912	2.2579	5799.178711	NA	23.3
NA	24.6	76.69902802	NA	27.54855399	NA	8.847215871	50.03785332	0.828946695	0.595003292	0.73255473	0.722700997	0.107449846	0.012792079	0	NA	37.5507	127.135	35.038	0.5055	NA	25.6	NA
NA	22.1	73.71487427	96.80403137	26.23551272	22.9131594	13.91214569	40.66327173	NA	0.773675945	0.67837829	0.220665283	0	NA	7.667775805	NA	37.6181	127.004	146.554	4.7296	NA	26.8	NA
30.7	22.9	70.31716156	88.32131958	28.48411182	NA	10.04022984	NA	0.252224529	0.612446848	0.733228621	0.287470655	NA	0.339886223	1.105330626	0	37.5102	127.086	21.9668	0.1332	4520.791504	27.4	23.4
31.1	22.6	41.05611801	71.582901	32.21170324	24.07459493	NA	52.11661363	0.1632098	0.02432301	0.052095809	NA	NA	NA	0	0	NA	NA	NA	1.5629	4671.646484	NA	23.1
NA	22.3	36.88537216	75.55039215	NA	22.90435623	6.003492519	60.43846003	0.048333457	NA	0.116429083	0.108370648	0	0	NA	0	NA	NA	28.7	NA	NA	32.7	NA
29.1	NA	78.76896667	NA	NA	23.43934256	6.583062013	52.66671983	0.747181991	NA	0.322291142	0.314892042	NA	NA	NA	NA	37.5372	127.085	NA	0.6233	5694.289551	30.7	22.5
28.7	18.6	42.67548752	85.69828033	NA	NA	NA	77.10044467	NA	0.038478817	0.162245072	0.080727504	0	NA	0.036465682	NA	37.4697	NA	82.2912	2.2579	5861.383301	NA	19.4
30.6	NA	47.30289841	89.01416779	29.80909262	22.84046356	NA	NA	0.033477592	0.211184345	0.097058306	0.109761202	NA	0	0	0	NA	126.955	208.507	5.1782	5650.036621	30	21.7
NA	22.6	72.63654327	NA	27.01157324	23.10447276	12.4243956	105.3035129	0.598722628	0.880431728	NA	NA	NA	9.16058205	0.258917118	NA	NA	NA	35.038	NA	5854.146973	28.2	22.2
29.5	21.5	54.17988968	NA	28.27877994	23.30056199	6.908319662	40.38310832	NA	0.222392979	0.340179246	0.002555731	0	0	1.823985629	0	37.5507	126.988	NA	NA	4622.216797	31.3	NA
26.1	24.6	NA	97.83852386	26.26763766	22.00911656	13.80900149	66.62641994	NA	0.507427625	0.142310554	0.212803947	NA	1.14514075	NA	0	37.4562	126.955	208.507	5.1782	NA	NA	22.1
NA	24.7	59.25008392	97.23201752	NA	22.83706297	8.944038937	NA	0.240538162	0.327199361	0.461040399	0.600932574	0	NA	0.115309445	NA	37.6181	127.004	146.554	4.7296	5547.700195	NA	23.3
30.3	20.7	64.92818451	86.07581329	NA	NA	8.384390314	11.59134877	0.150277711	0.458659686	NA	0.797141119	0	0	0	NA	37.5507	127.04	NA	0.5721	5841.541016	27.6	23.1
NA	23.1	71.93681335	93.95243835	26.84418883	22.32763732	7.333763957	90.69498179	NA	0.223529389	0.088773147	0.204663294	NA	NA	0	0	37.4967	126.826	50.9312	0.4125	5585.90918	NA	21.8
33.5	24.9	39.3891449	NA	34.92023913	25.93561202	6.828553756	51.61785181	0.126154469	NA	0.167257148	0.193503216	0	0	NA	0	NA	126.909	NA	0.2223	4814.346191	34.8	25.7
NA	22.8	75.93764496	93.6170578	NA	24.38159496	NA	NA	0.883791972	0.771353054	0.680834156	0.76358841	1.941951374	NA	0	NA	37.5372	126.891	15.5876	0.1554	NA	27.4	24
27.1	NA	NA	NA	28.07135363	19.82633288	NA	77.42500949	0.268173231	NA	0.014252344	NA	NA	0	NA	0	37.6181	127.004	146.554	4.7296	NA	30.6	20.1
25.5	23.9	84.33007813	93.8544693	NA	23.08960169	8.686600298	48.4612662	0.8248907	0.9066324	NA	0.884655188	0.302416362	3.649876187	NA	NA	37.5776	127.058	33.3068	0.2661	5772.467285	24.7	23.1
NA	24.3	47.67282867	77.2670517	NA	23.20564016	6.411092609	32.02318716	0	NA	NA	0.015720457	0	0	0	0	NA	126.937	NA	0.8552	4625.583008	NA	22
28.5	NA	NA	89.79634857	30.45181334	NA	8.811855356	22.26123909	NA	0.228729847	NA	0.007428591	NA	NA	0	NA	37.5237	126.97	19.5844	0.2713	5843.812988	NA	20.7
25.4	24.4	89.27256012	94.43029785	24.85722107	22.79171405	8.702003757	42.09271626	0.822425952	NA	0.964020782	0.879996098	0.129473151	NA	NA	0.938692971	37.5372	126.891	15.5876	0.1554	NA	24.7	23.5
29.1	26.2	NA	96.14496613	NA	22.481146	10.46430735	NA	0.871630905	NA	0.083795831	NA	5.588912281	NA	0	0	37.4697	NA	52.518	1.5629	5704.723633	26.3	23.3
27.8	23.2	54.79208755	91.93755341	NA	20.72751252	9.05396984	NA	0.276731941	NA	0.03087337	0.004854821	0	0	0	0	37.4697	NA	52.518	1.5629	5852.468262	NA	20.3
33.2	26.9	45.3589859	NA	32.96815271	26.7395311	NA	51.49992168	0.162596694	0.144329877	NA	NA	NA	0	NA	0	37.4697	126.91	52.518	1.5629	5084.35498	33.1	26.4
NA	23	92.60054779	NA	25.49341535	NA	6.352026314	NA	0.868638949	NA	NA	0.909239979	4.872787714	4.687924365	1.169516077	NA	37.6046	NA	44.7624	0.5141	NA	25.2	22
33.1	25.8	NA	NA	33.71768486	NA	NA	62.30390914	NA	0.007071295	NA	NA	0	0	0	NA	NA	127.042	54.6384	0.1457	4870.81543	33.1	23.5
33.8	NA	65.74169159	95.6340332	28.83806817	23.10051554	5.339121302	59.98919336	0.119677994	0.602141317	NA	NA	0	0.348577679	0.003900285	NA	37.645	127.022	45.716	2.5348	5807.132324	29.4	24.3
27.2	24.4	45.02851105	88.86582184	28.43873424	23.99773893	7.675956726	18.48914671	0.183700605	0.141679349	0.054587407	0.258207973	NA	0	0.000646934	0	37.5237	126.97	19.5844	0.2713	4490.929199	29.4	23.4
28	23.9	79.3352356	93.74362946	27.57532945	24.40511289	10.31562078	NA	0.81783716	0.903621886	0.604392383	0.729664027	8.718200941	21.27655758	0	NA	37.5507	NA	NA	0.5931	5685.068848	30.4	NA
33.1	NA	NA	94.05441284	30.60759068	27.61239474	8.676450928	88.82630754	NA	NA	NA	0.164583774	NA	NA	0	0	37.5507	NA	35.038	NA	5205.333984	NA	27.5
28.6	NA	57.6390152	84.76498413	NA	22.63035051	7.841974606	27.70875021	0.810168118	NA	0.08024368	NA	0.002646479	0	0	0	NA	NA	NA	NA	5764.636719	NA	NA
34.9	24.6	44.89094925	85.80712891	34.76745102	NA	6.716194441	NA	0.254883596	0.182951155	NA	NA	NA	0	0	0	NA	126.97	19.5844	NA	5119.374023	NA	27.1
33.6	22.7	41.68093491	NA	NA	22.19804181	NA	103.9074543	0.015195411	0.151171403	0.477648566	NA	NA	0	0.00111474	NA	37.4832	NA	56.4448	1.2313	5839.429199	30.7	22.5
NA	NA	41.65124893	86.42977142	31.23174867	22.45652965	5.680568601	82.39876869	NA	0.006814323	0.177075596	0.005995685	NA	0	NA	0	37.6046	NA	212.335	2.785	NA	30.1	21.4
29.1	22.2	67.50760651	NA	26.79566991	21.38421325	7.185538004	70.0291123	NA	0.164944375	0.250267248	4.51e-07	NA	NA	NA	0	37.6181	127.004	NA	4.7296	4671.199707	30.7	21.8
33.1	23.9	NA	88.53141785	NA	23.38534736	7.990832686	36.29587936	0.098756575	0.077612951	NA	0.161925446	0	0	0	NA	NA	126.937	30.0464	0.8552	5787.470703	33.5	22
29.1	21.6	46.89681625	88.97460938	NA	23.20068336	7.310946922	57.16205919	0.238007374	NA	NA	0	NA	0	NA	0	37.6046	127.032	44.7624	0.5141	NA	30.6	20.4
22.7	21.2	84.57598877	99.00766754	25.06396248	22.98122704	NA	33.43708777	0.62963651	NA	0.533598332	0.377370429	NA	0.259717728	0	0	37.6046	126.991	212.335	2.785	5827.258789	24.8	NA
26.8	NA	59.10075378	NA	30.48674723	24.37856236	NA	29.68121596	0.91390372	0.597432331	0.442255846	0.388781013	1.679992208	0.001953125	0	0	37.5237	126.97	NA	0.2713	5785.897949	26.8	25
26.9	22.1	NA	NA	27.90681088	20.35462766	9.052359164	97.25379833	0.270978947	0.219614745	0.028430326	0.019700302	NA	NA	0	NA	37.4967	126.826	50.9312	0.4125	5865.608398	NA	19.4
27.1	NA	55.16470718	94.02297211	28.82633394	NA	12.2173787	61.34615954	NA	NA	0.115860288	NA	1.802478281	NA	NA	0	37.5372	NA	NA	0.6233	NA	28.8	24.1
31.8	27.1	67.48099518	NA	31.02781189	26.94432605	7.123845259	44.52942268	0.174482107	0.259896546	0.264589198	0.156808754	0	0	NA	0	NA	126.909	17.2956	NA	5306.366211	31.4	26.8
32.6	24.7	65.72987366	94.80206299	32.43273548	27.13413478	8.652780394	75.08338682	0.167649344	NA	NA	NA	0	NA	0	0	NA	127.022	45.716	2.5348	NA	34.1	27.5
34.8	25.2	27.73800278	94.09185028	NA	24.74107607	NA	149.5666724	NA	0.083051429	0.046378459	0.057253883	NA	0	0	NA	37.4832	127.024	NA	1.2313	5794.006836	36.1	25.5
NA	23.1	NA	NA	28.74214607	22.71106883	7.711146901	124.3079813	0.802648987	0.456068558	NA	NA	0.021055091	0.008489753	NA	0	NA	NA	NA	0.5055	NA	31	22.5
29.7	23.2	71.93712616	NA	23.25557613	21.02502839	6.925631245	NA	0.723763953	0.652458429	0.760890454	NA	0.464981416	NA	0.316197388	0.006691795	NA	126.91	NA	1.5629	NA	NA	NA
NA	23	51.19216156	91.11763763	NA	25.33509379	5.902524153	NA	NA	NA	0.159017381	0.085508765	NA	0	NA	0	37.5237	126.97	19.5844	NA	5261.985352	33.4	25.3
30	23	75.29717255	92.17379761	NA	21.21112716	7.636179656	NA	0.829920916	NA	NA	0.418611507	NA	0.100820384	NA	0.018364387	37.5776	127.058	33.3068	0.2661	5852.268066	25.3	21.3
26.9	25.1	63.5668335	94.43574524	27.84477067	23.86945859	NA	NA	NA	0.46851788	0.062860787	0.246514979	1.297909372	NA	0	0	37.5237	126.909	17.2956	0.2223	5575.988281	28.4	23.8
25.7	22.9	NA	95.00032043	26.94758976	24.51362722	8.82528913	39.18311427	NA	NA	NA	0.648024009	NA	0.673409589	0.311870006	0	37.5372	127.085	28.7	0.6233	5749.513672	26.5	NA
25.2	NA	69.11745453	NA	30.03503423	23.09528105	6.542679479	73.21972079	0.759072184	NA	0.334900112	0.392355391	NA	0.286364567	0	0	37.6181	127.099	NA	0.697	NA	29.2	22.8
NA	22.6	NA	NA	32.95257517	24.71883114	5.507502913	NA	0.501701993	0.439850092	0.198242701	0.07414384	NA	0	0	0	37.5102	127.086	21.9668	0.1332	5255.947266	33.5	NA
NA	20.9	NA	NA	28.85019857	NA	6.901691119	20.77171332	NA	0.510792409	0.328515324	0.222117569	0	NA	0	0	NA	126.988	NA	0.5931	NA	NA	22
26.4	23.6	60.96658325	98.11434937	29.20614311	22.90762954	10.71327555	60.79313378	0.924380475	NA	NA	0.215329763	1.032190616	NA	0	NA	NA	NA	208.507	NA	5816.259766	26.2	24.1
NA	24.9	NA	95.59784698	27.19889417	24.31842212	10.41832149	26.4204963	NA	NA	NA	0.618893859	0.032416299	0.028332647	0.001953125	0	37.5237	126.909	NA	0.2223	5769.862305	25.7	24.2
32.9	26.2	55.20849228	87.65366364	31.87129422	26.50265888	6.84456857	52.53119095	0.234609153	0.424914381	NA	NA	0	0.405621489	NA	0	37.4697	126.91	52.518	1.5629	5020.958008	32.6	26.4
NA	NA	NA	71.2361908	32.46627436	23.60572303	6.107520332	34.681271	NA	0.001629099	0.047491208	0	0	0	0	0	NA	127.083	59.8324	2.6865	4629.953613	32.8	23.3
30.3	NA	49.33224106	91.12103271	32.10935338	22.45807092	6.953259458	NA	NA	0.240468872	NA	0.014894123	0	0	NA	0	37.5237	NA	19.5844	NA	NA	31.3	21.8
30.6	NA	NA	NA	32.5873982	22.83859548	7.01488781	57.32524554	0.235502804	NA	NA	NA	NA	0	0	NA	NA	127.085	28.7	NA	NA	NA	22.7
30.3	24.4	NA	94.58647156	31.66518326	NA	6.288777664	NA	0.134449592	0.181035017	0.145625088	NA	0	0	0	0	NA	127.135	35.038	0.5055	5655.37793	34.4	NA
NA	22.8	NA	96.03685761	27.70800656	23.3840425	9.09623752	21.18362825	NA	0.426374267	0.25759968	NA	0.436704073	0	NA	0	37.4967	126.927	30.968	NA	5798.291504	26.8	23.5
26.7	23.9	NA	96.15228271	31.36417933	24.73132337	8.45988518	40.10577977	0.508275493	NA	0.117808794	NA	NA	0	0	0	37.5776	127.083	NA	NA	5480.263184	NA	25.1
31.5	25.9	NA	95.85729218	30.78934178	25.04209168	6.349088738	107.9244638	0.452500138	NA	NA	NA	9.170817104	0	0	NA	37.4967	NA	NA	NA	4915.333496	33.5	NA
25.2	23	90.09088898	98.45773315	25.99420685	23.49047951	12.37693854	NA	0.836128776	0.94938706	0.651592286	0.721352288	9.537478816	NA	0.081694429	0.830430246	NA	126.991	212.335	2.785	5763.888672	26.8	22.2
NA	20	66.42204285	88.90305328	NA	23.03887039	7.718112489	NA	0.089155036	0.272274415	0.534390732	0.448821918	0	NA	0	0	NA	NA	82.2912	2.2579	5765.697754	NA	21.3
32.9	27.1	49.90504074	87.79103851	31.99605612	26.78395342	8.803306977	59.03524407	0.522404972	NA	0.062854101	0.044670901	NA	0	0	0	NA	NA	NA	0.1457	4972.712891	33.1	27.1
33.7	23.7	57.34769821	NA	31.89614331	26.66062033	5.701871177	102.8288958	0.235165835	0.162337902	0.02508608	0.013394668	NA	0	0	NA	NA	126.826	NA	0.4125	NA	NA	25.6
NA	23.1	79.6905365	NA	NA	24.57934325	4.702633957	NA	NA	0.784973616	0.547124563	0.221993595	NA	2.901372123	NA	0	37.6046	127.032	NA	0.5141	NA	29.4	24.5
32.7	24.4	54.70558548	75.91982269	28.85798067	24.73371051	6.01961568	NA	NA	NA	0.225512718	NA	NA	0	NA	0	37.5372	NA	NA	NA	NA	NA	23.2
